Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
666,02-02-23,CUST666,Male,51,Electronics,3,50,150
667,01-08-23,CUST667,Female,29,Electronics,1,500,500
668,28-07-23,CUST668,Female,62,Electronics,3,50,150
669,19-06-23,CUST669,Male,24,Beauty,4,300,1200
670,05-10-23,CUST670,Male,27,Beauty,1,30,30
671,27-08-23,CUST671,Male,62,Electronics,3,50,150
672,01-08-23,CUST672,Female,34,Beauty,2,50,100
673,01-02-23,CUST673,Female,43,Clothing,3,500,1500
674,16-04-23,CUST674,Female,38,Clothing,1,300,300
675,04-08-23,CUST675,Female,45,Clothing,2,30,60
676,19-07-23,CUST676,Male,63,Electronics,3,500,1500
677,27-10-23,CUST677,Female,19,Beauty,3,500,1500
678,23-12-23,CUST678,Female,60,Electronics,3,300,900
679,11-01-23,CUST679,Female,18,Beauty,3,30,90
680,22-10-23,CUST680,Female,53,Clothing,3,300,900
681,14-07-23,CUST681,Female,43,Electronics,2,30,60
682,02-09-23,CUST682,Male,46,Beauty,4,300,1200
683,04-01-23,CUST683,Male,38,Beauty,2,500,1000
684,30-06-23,CUST684,Female,28,Clothing,2,500,1000
685,02-06-23,CUST685,Male,57,Electronics,2,25,50
686,19-07-23,CUST686,Female,28,Electronics,4,50,200
687,03-08-23,CUST687,Female,53,Electronics,1,300,300
688,03-10-23,CUST688,Male,56,Clothing,4,25,100
689,07-10-23,CUST689,Male,57,Electronics,2,50,100
690,05-11-23,CUST690,Female,52,Clothing,3,300,900
691,23-04-23,CUST691,Female,51,Clothing,3,30,90
692,07-09-23,CUST692,Female,64,Clothing,2,50,100
693,23-04-23,CUST693,Male,41,Beauty,3,500,1500
694,20-05-23,CUST694,Female,39,Electronics,2,25,50
695,12-08-23,CUST695,Female,22,Electronics,3,50,150
696,06-09-23,CUST696,Female,50,Clothing,4,50,200
697,15-01-23,CUST697,Male,53,Clothing,1,500,500
698,19-07-23,CUST698,Female,64,Electronics,1,300,300
699,22-06-23,CUST699,Female,37,Clothing,4,30,120
700,09-12-23,CUST700,Male,36,Electronics,4,500,2000
701,14-12-23,CUST701,Female,52,Beauty,2,30,60
702,27-07-23,CUST702,Female,60,Clothing,2,300,600
703,26-03-23,CUST703,Male,34,Electronics,2,50,100
704,28-08-23,CUST704,Female,62,Clothing,3,30,90
705,07-03-23,CUST705,Male,60,Electronics,2,25,50
706,15-11-23,CUST706,Male,51,Electronics,4,25,100
707,01-10-23,CUST707,Female,26,Clothing,1,500,500
708,14-01-23,CUST708,Female,43,Beauty,3,300,900
709,21-07-23,CUST709,Female,19,Electronics,2,500,1000
710,31-10-23,CUST710,Female,26,Electronics,3,500,1500
711,16-10-23,CUST711,Male,26,Electronics,3,500,1500
712,06-12-23,CUST712,Female,57,Beauty,2,25,50
713,14-01-23,CUST713,Male,34,Beauty,3,25,75
714,12-02-23,CUST714,Female,18,Clothing,1,500,500
715,26-11-23,CUST715,Female,42,Beauty,4,25,100
716,08-08-23,CUST716,Female,60,Clothing,4,300,1200
717,11-03-23,CUST717,Male,57,Clothing,1,500,500
718,25-08-23,CUST718,Female,59,Beauty,3,25,75
719,04-04-23,CUST719,Female,42,Clothing,2,30,60
720,26-01-23,CUST720,Female,56,Beauty,3,500,1500
721,14-05-23,CUST721,Female,52,Clothing,1,500,500
722,14-07-23,CUST722,Male,20,Beauty,3,300,900
723,17-06-23,CUST723,Female,54,Beauty,4,50,200
724,19-04-23,CUST724,Male,61,Clothing,3,50,150
725,21-08-23,CUST725,Male,61,Electronics,1,300,300
726,17-06-23,CUST726,Male,47,Clothing,4,300,1200
727,22-06-23,CUST727,Male,55,Beauty,3,300,900
728,14-07-23,CUST728,Male,51,Electronics,3,50,150
729,23-05-23,CUST729,Male,29,Clothing,4,300,1200
730,04-08-23,CUST730,Female,36,Clothing,2,25,50
731,10-05-23,CUST731,Male,54,Clothing,4,500,2000
732,11-02-23,CUST732,Male,61,Electronics,2,500,1000
733,29-08-23,CUST733,Male,34,Beauty,1,30,30
734,10-01-23,CUST734,Female,27,Clothing,1,30,30
735,04-10-23,CUST735,Female,64,Clothing,4,500,2000
736,27-01-23,CUST736,Male,29,Clothing,4,25,100
737,29-06-23,CUST737,Female,33,Clothing,1,50,50
738,25-04-23,CUST738,Male,41,Clothing,2,50,100
739,29-11-23,CUST739,Male,36,Beauty,1,25,25
740,05-02-23,CUST740,Female,25,Beauty,4,50,200
741,30-11-23,CUST741,Male,48,Clothing,1,300,300
742,21-01-23,CUST742,Female,38,Electronics,4,500,2000
743,16-01-23,CUST743,Female,34,Beauty,4,500,2000
744,07-05-23,CUST744,Male,40,Electronics,1,25,25
745,13-04-23,CUST745,Male,54,Beauty,2,50,100
746,11-01-23,CUST746,Female,33,Clothing,3,30,90
747,15-11-23,CUST747,Male,23,Beauty,1,30,30
748,20-03-23,CUST748,Male,25,Clothing,3,50,150
749,03-05-23,CUST749,Male,42,Beauty,1,30,30
750,06-03-23,CUST750,Female,35,Clothing,3,25,75
751,31-08-23,CUST751,Female,42,Clothing,2,25,50
752,09-12-23,CUST752,Male,29,Clothing,2,50,100
753,28-02-23,CUST753,Female,32,Clothing,1,30,30
754,16-10-23,CUST754,Female,43,Electronics,4,25,100
755,22-04-23,CUST755,Female,58,Clothing,3,25,75
756,27-08-23,CUST756,Female,62,Electronics,4,300,1200
757,25-12-23,CUST757,Female,43,Electronics,4,300,1200
758,12-05-23,CUST758,Male,64,Clothing,4,25,100
759,08-07-23,CUST759,Male,49,Electronics,2,50,100
760,27-03-23,CUST760,Male,27,Beauty,1,500,500
761,07-11-23,CUST761,Female,33,Clothing,1,500,500
762,07-11-23,CUST762,Female,24,Electronics,2,25,50
763,28-02-23,CUST763,Male,34,Clothing,2,25,50
764,25-03-23,CUST764,Female,40,Clothing,1,25,25
765,09-06-23,CUST765,Male,43,Clothing,4,50,200
766,25-02-23,CUST766,Male,38,Electronics,3,300,900
767,24-10-23,CUST767,Male,39,Beauty,3,25,75
768,14-01-23,CUST768,Female,24,Beauty,3,25,75
769,09-06-23,CUST769,Female,31,Electronics,4,30,120
770,22-10-23,CUST770,Male,32,Clothing,1,50,50
771,13-12-23,CUST771,Male,24,Electronics,2,25,50
772,12-07-23,CUST772,Male,26,Electronics,1,30,30
773,23-07-23,CUST773,Male,25,Electronics,4,500,2000
774,12-04-23,CUST774,Female,40,Clothing,2,25,50
775,08-02-23,CUST775,Female,46,Electronics,4,25,100
776,31-10-23,CUST776,Male,35,Clothing,3,30,90
777,20-12-23,CUST777,Male,48,Electronics,3,50,150
778,18-11-23,CUST778,Female,47,Beauty,4,25,100
779,05-05-23,CUST779,Female,56,Electronics,2,500,1000
780,22-02-23,CUST780,Male,52,Electronics,2,25,50
781,23-12-23,CUST781,Male,35,Beauty,1,500,500
782,04-06-23,CUST782,Male,59,Clothing,3,300,900
783,17-12-23,CUST783,Female,56,Clothing,1,300,300
784,04-11-23,CUST784,Female,34,Electronics,1,500,500
785,03-03-23,CUST785,Female,31,Beauty,4,50,200
786,17-10-23,CUST786,Male,48,Clothing,4,25,100
787,22-01-23,CUST787,Male,41,Electronics,1,25,25
788,27-06-23,CUST788,Female,52,Beauty,3,300,900
789,30-09-23,CUST789,Female,61,Clothing,4,500,2000
790,08-08-23,CUST790,Male,62,Clothing,1,25,25
791,05-12-23,CUST791,Female,51,Beauty,1,25,25
792,09-07-23,CUST792,Female,20,Beauty,1,50,50
793,05-02-23,CUST793,Male,54,Beauty,1,30,30
794,17-09-23,CUST794,Female,60,Beauty,1,300,300
795,28-11-23,CUST795,Male,57,Electronics,1,300,300
796,24-06-23,CUST796,Male,43,Beauty,4,30,120
797,07-01-23,CUST797,Male,40,Clothing,3,25,75
798,04-08-23,CUST798,Male,61,Clothing,1,50,50
799,08-09-23,CUST799,Male,56,Electronics,2,50,100
800,24-02-23,CUST800,Male,32,Clothing,4,300,1200
801,10-08-23,CUST801,Male,21,Clothing,4,50,200
802,05-07-23,CUST802,Female,46,Beauty,1,30,30
803,22-11-23,CUST803,Male,39,Clothing,4,25,100
804,24-08-23,CUST804,Male,42,Electronics,1,30,30
805,29-12-23,CUST805,Female,30,Beauty,3,500,1500
806,20-03-23,CUST806,Female,35,Beauty,3,300,900
807,11-08-23,CUST807,Female,50,Electronics,4,50,200
808,01-04-23,CUST808,Male,33,Beauty,4,500,2000
809,25-09-23,CUST809,Female,62,Beauty,2,50,100
810,30-11-23,CUST810,Male,59,Electronics,4,25,100
811,19-05-23,CUST811,Male,61,Beauty,2,25,50
812,12-11-23,CUST812,Male,19,Electronics,3,25,75
813,03-10-23,CUST813,Male,52,Electronics,3,50,150
814,05-09-23,CUST814,Female,59,Clothing,1,500,500
815,27-08-23,CUST815,Female,51,Clothing,3,25,75
816,12-08-23,CUST816,Male,47,Beauty,2,500,1000
817,31-10-23,CUST817,Male,30,Beauty,4,50,200
818,18-05-23,CUST818,Male,30,Electronics,1,500,500
819,15-06-23,CUST819,Female,35,Beauty,2,50,100
820,06-05-23,CUST820,Male,49,Electronics,4,50,200
821,14-02-23,CUST821,Male,49,Electronics,1,300,300
822,23-05-23,CUST822,Female,52,Beauty,3,50,150
823,19-08-23,CUST823,Female,56,Electronics,2,50,100
824,05-05-23,CUST824,Male,63,Clothing,4,30,120
825,26-08-23,CUST825,Female,46,Beauty,1,25,25
826,19-10-23,CUST826,Female,46,Clothing,1,300,300
827,09-11-23,CUST827,Male,61,Beauty,3,300,900
828,09-12-23,CUST828,Female,33,Electronics,4,300,1200
829,14-07-23,CUST829,Male,61,Beauty,3,30,90
830,22-06-23,CUST830,Female,64,Clothing,3,50,150
831,15-01-23,CUST831,Male,27,Electronics,4,25,100
832,11-09-23,CUST832,Male,47,Beauty,4,500,2000
833,16-06-23,CUST833,Male,42,Beauty,4,50,200
834,04-04-23,CUST834,Female,56,Beauty,2,30,60
835,07-09-23,CUST835,Male,37,Clothing,4,50,200
836,19-04-23,CUST836,Female,22,Clothing,1,50,50
837,01-07-23,CUST837,Male,18,Beauty,3,30,90
838,13-05-23,CUST838,Male,47,Electronics,2,300,600
839,24-06-23,CUST839,Female,20,Electronics,4,300,1200
840,24-05-23,CUST840,Male,62,Clothing,2,25,50
841,02-11-23,CUST841,Male,31,Electronics,4,25,100
842,26-12-23,CUST842,Female,47,Clothing,2,300,600
843,22-05-23,CUST843,Male,21,Beauty,3,500,1500
844,12-10-23,CUST844,Male,35,Clothing,3,50,150
845,06-01-23,CUST845,Male,54,Clothing,1,500,500
846,22-09-23,CUST846,Male,42,Beauty,1,50,50
847,08-04-23,CUST847,Female,18,Electronics,4,300,1200
848,13-02-23,CUST848,Female,63,Clothing,3,25,75
849,04-05-23,CUST849,Male,32,Clothing,2,25,50
850,28-07-23,CUST850,Female,26,Beauty,2,500,1000
851,08-09-23,CUST851,Male,32,Electronics,2,25,50
852,12-10-23,CUST852,Female,41,Clothing,1,300,300
853,04-05-23,CUST853,Male,21,Beauty,2,500,1000
854,20-12-23,CUST854,Male,29,Clothing,1,50,50
855,01-09-23,CUST855,Male,54,Beauty,1,25,25
856,27-11-23,CUST856,Male,54,Electronics,4,30,120
857,31-12-23,CUST857,Male,60,Electronics,2,25,50
858,09-09-23,CUST858,Male,23,Electronics,2,50,100
859,18-08-23,CUST859,Female,56,Electronics,3,500,1500
860,09-01-23,CUST860,Male,63,Clothing,4,50,200
861,17-02-23,CUST861,Female,41,Clothing,3,30,90
862,31-05-23,CUST862,Male,28,Electronics,4,300,1200
863,24-04-23,CUST863,Female,30,Electronics,2,25,50
864,27-07-23,CUST864,Female,51,Electronics,1,500,500
865,21-12-23,CUST865,Female,42,Clothing,1,300,300
866,05-05-23,CUST866,Male,24,Electronics,1,50,50
867,06-06-23,CUST867,Male,21,Electronics,1,500,500
868,06-12-23,CUST868,Female,25,Electronics,1,300,300
869,25-10-23,CUST869,Male,37,Beauty,3,500,1500
870,08-07-23,CUST870,Female,46,Electronics,4,30,120
871,31-08-23,CUST871,Male,62,Beauty,2,30,60
872,11-10-23,CUST872,Female,63,Beauty,3,25,75
873,29-09-23,CUST873,Female,27,Electronics,4,25,100
874,26-06-23,CUST874,Male,60,Beauty,1,30,30
875,06-08-23,CUST875,Female,51,Electronics,4,500,2000
876,09-10-23,CUST876,Male,43,Clothing,4,30,120
877,19-06-23,CUST877,Female,58,Clothing,1,25,25
878,30-06-23,CUST878,Female,20,Clothing,1,30,30
879,26-12-23,CUST879,Male,23,Clothing,1,30,30
880,21-08-23,CUST880,Male,22,Beauty,2,500,1000
881,19-05-23,CUST881,Male,22,Electronics,1,300,300
882,06-06-23,CUST882,Female,64,Electronics,2,25,50
883,09-05-23,CUST883,Male,40,Electronics,1,500,500
884,29-04-23,CUST884,Female,26,Clothing,2,30,60
885,03-03-23,CUST885,Female,52,Clothing,4,30,120
886,09-04-23,CUST886,Male,37,Electronics,3,300,900
887,11-06-23,CUST887,Male,59,Clothing,4,25,100
888,03-03-23,CUST888,Female,52,Electronics,4,25,100
889,02-10-23,CUST889,Female,35,Electronics,1,50,50
890,20-12-23,CUST890,Male,34,Electronics,2,25,50
891,05-04-23,CUST891,Male,41,Electronics,3,300,900
892,09-04-23,CUST892,Male,20,Electronics,1,50,50
893,21-04-23,CUST893,Male,49,Electronics,1,50,50
894,05-09-23,CUST894,Male,52,Electronics,1,30,30
895,22-05-23,CUST895,Female,55,Clothing,4,30,120
896,29-10-23,CUST896,Female,30,Electronics,2,25,50
897,26-09-23,CUST897,Female,64,Electronics,2,50,100
898,02-11-23,CUST898,Female,42,Clothing,3,30,90
899,25-05-23,CUST899,Male,26,Clothing,2,300,600
900,21-02-23,CUST900,Male,21,Clothing,2,30,60
901,10-04-23,CUST901,Male,31,Electronics,1,30,30
902,01-06-23,CUST902,Female,54,Beauty,1,50,50
903,27-04-23,CUST903,Female,51,Beauty,4,50,200
904,04-07-23,CUST904,Male,28,Clothing,1,500,500
905,02-04-23,CUST905,Male,58,Beauty,1,300,300
906,04-06-23,CUST906,Female,20,Clothing,1,50,50
907,08-01-23,CUST907,Female,45,Electronics,1,25,25
908,29-12-23,CUST908,Male,46,Beauty,4,300,1200
909,01-10-23,CUST909,Male,26,Electronics,1,300,300
910,06-03-23,CUST910,Female,20,Beauty,3,50,150
911,21-05-23,CUST911,Male,42,Electronics,3,300,900
912,24-01-23,CUST912,Male,51,Beauty,3,50,150
913,28-01-23,CUST913,Male,29,Electronics,3,30,90
914,11-10-23,CUST914,Female,59,Electronics,1,500,500
915,30-05-23,CUST915,Female,26,Beauty,3,30,90
916,24-12-23,CUST916,Female,32,Electronics,1,50,50
917,06-03-23,CUST917,Female,57,Electronics,4,50,200
918,23-11-23,CUST918,Female,42,Electronics,3,30,90
919,09-09-23,CUST919,Female,22,Beauty,2,25,50
920,22-02-23,CUST920,Female,28,Beauty,3,25,75
921,07-01-23,CUST921,Male,51,Electronics,3,25,75
922,21-10-23,CUST922,Male,41,Electronics,1,50,50
923,26-05-23,CUST923,Male,32,Beauty,3,300,900
924,29-08-23,CUST924,Male,55,Beauty,2,50,100
925,03-09-23,CUST925,Male,25,Electronics,1,300,300
926,14-08-23,CUST926,Male,22,Electronics,1,30,30
927,24-06-23,CUST927,Male,43,Electronics,4,500,2000
928,05-04-23,CUST928,Female,35,Clothing,4,300,1200
929,27-01-23,CUST929,Female,23,Beauty,3,25,75
930,10-05-23,CUST930,Male,54,Clothing,4,50,200
931,02-09-23,CUST931,Male,30,Beauty,4,30,120
932,28-02-23,CUST932,Female,45,Beauty,4,25,100
933,03-02-23,CUST933,Male,22,Beauty,1,30,30
934,25-07-23,CUST934,Male,30,Beauty,1,500,500
935,09-09-23,CUST935,Female,34,Beauty,1,50,50
936,07-02-23,CUST936,Male,57,Beauty,4,50,200
937,23-10-23,CUST937,Female,62,Beauty,1,500,500
938,19-11-23,CUST938,Male,49,Clothing,4,50,200
939,18-12-23,CUST939,Female,46,Electronics,1,300,300
940,28-01-23,CUST940,Female,20,Electronics,1,30,30
941,19-03-23,CUST941,Female,57,Clothing,2,25,50
942,18-03-23,CUST942,Male,51,Clothing,3,500,1500
943,16-10-23,CUST943,Female,57,Clothing,4,300,1200
944,05-06-23,CUST944,Male,44,Clothing,2,25,50
945,13-02-23,CUST945,Male,30,Beauty,1,25,25
946,08-05-23,CUST946,Male,62,Electronics,4,500,2000
947,02-03-23,CUST947,Male,50,Beauty,1,300,300
948,13-10-23,CUST948,Female,23,Electronics,3,25,75
949,02-08-23,CUST949,Female,41,Electronics,2,25,50
950,07-11-23,CUST950,Male,36,Clothing,3,300,900
951,02-11-23,CUST951,Male,33,Beauty,2,50,100
952,13-11-23,CUST952,Female,57,Clothing,1,25,25
953,26-04-23,CUST953,Male,45,Beauty,3,30,90
954,25-09-23,CUST954,Female,50,Electronics,3,300,900
955,14-07-23,CUST955,Male,58,Clothing,1,25,25
956,19-08-23,CUST956,Male,30,Clothing,3,500,1500
957,15-08-23,CUST957,Female,60,Electronics,4,30,120
958,02-06-23,CUST958,Male,62,Electronics,2,25,50
959,29-10-23,CUST959,Female,42,Electronics,2,30,60
960,08-08-23,CUST960,Male,59,Clothing,2,30,60
961,06-06-23,CUST961,Male,53,Beauty,4,50,200
962,19-10-23,CUST962,Male,44,Clothing,2,30,60
963,14-11-23,CUST963,Female,55,Beauty,1,50,50
964,31-01-23,CUST964,Male,24,Clothing,3,300,900
965,09-11-23,CUST965,Male,22,Clothing,4,50,200
966,20-02-23,CUST966,Male,60,Electronics,2,500,1000
967,17-04-23,CUST967,Male,62,Beauty,1,25,25
968,17-11-23,CUST968,Female,48,Clothing,3,300,900
969,19-04-23,CUST969,Female,40,Clothing,3,300,900
970,16-05-23,CUST970,Male,59,Electronics,4,500,2000
971,05-12-23,CUST971,Female,27,Electronics,4,50,200
972,11-02-23,CUST972,Male,49,Beauty,4,25,100
973,22-03-23,CUST973,Male,60,Clothing,1,50,50
974,03-05-23,CUST974,Male,47,Beauty,1,30,30
975,30-03-23,CUST975,Female,56,Clothing,4,50,200
976,10-10-23,CUST976,Female,48,Beauty,2,300,600
977,08-02-23,CUST977,Female,35,Electronics,3,25,75
978,22-03-23,CUST978,Female,53,Clothing,3,50,150
979,02-01-23,CUST979,Female,19,Beauty,1,25,25
980,29-07-23,CUST980,Female,31,Electronics,3,25,75
981,19-08-23,CUST981,Female,30,Electronics,2,30,60
982,19-12-23,CUST982,Female,46,Beauty,3,30,90
983,01-11-23,CUST983,Female,29,Clothing,1,300,300
984,29-08-23,CUST984,Male,56,Clothing,1,500,500
985,30-05-23,CUST985,Female,19,Electronics,2,25,50
986,17-01-23,CUST986,Female,49,Clothing,2,500,1000
987,29-04-23,CUST987,Female,30,Clothing,3,300,900
988,28-05-23,CUST988,Female,63,Clothing,3,25,75
989,28-12-23,CUST989,Female,44,Electronics,1,25,25
990,25-05-23,CUST990,Female,58,Beauty,2,500,1000
991,26-12-23,CUST991,Female,34,Clothing,2,50,100
992,21-08-23,CUST992,Female,57,Electronics,2,30,60
993,06-02-23,CUST993,Female,48,Electronics,3,50,150
994,18-12-23,CUST994,Female,51,Beauty,2,500,1000
995,30-04-23,CUST995,Female,41,Clothing,1,30,30
996,16-05-23,CUST996,Male,62,Clothing,1,50,50
997,17-11-23,CUST997,Male,52,Beauty,3,30,90
998,29-10-23,CUST998,Female,23,Beauty,4,25,100
999,05-12-23,CUST999,Female,36,Electronics,3,50,150
1000,12-04-23,CUST1000,Male,47,Electronics,4,30,120
